sitename,NO2,NO,CO,O31,O38,ssr,tp,u10,v10,d2m,t2m,sp,tcc,blh,wd,ws,NOx,FAC1_1,FAC2_1
PT,20.93913043,5.226666667,0.72,46.66666667,18.95833333,2250934.5,0.0,1.8739166,-0.18154527,277.93964,14.2866,102276.45,0.78255826,1513.4182,275.5335531,1.882690126,26.1657971,-0.62046,1.04637
PT,17.04347826,3.733333333,0.64,56.0,25.31666667,1702102.0,0.0,1.834194,-0.16201624,277.65393,14.61898,102228.49,0.8362263,1614.2032,275.0478937,1.841335627,20.77681159,-0.27999,1.05657
PT,15.5826087,2.986666667,0.64,63.46666667,32.84166667,1656898.5,0.0,1.7045331,-0.0384951,277.52408,14.99386,102162.445,0.96597874,1687.8944,271.2937454,1.70496773,18.56927536,-0.07296,1.15809
PT,16.06956522,2.986666667,0.72,66.26666667,40.71666667,1457688.0,2.01e-06,1.2679584,0.041573927,277.11615,15.17968,102094.27,0.9999924,1705.136,268.1220539,1.268639782,19.05623188,-0.05725,1.40053
PT,17.04347826,2.986666667,0.64,67.2,48.41666667,1479289.0,0.0,0.58742654,-0.5076802,276.9733,15.567,102011.71,0.9996109,1353.1676,310.8350381,0.776407834,20.03014493,-0.12839,1.77254
PT,23.37391304,2.986666667,0.8,61.13333333,54.01666667,1116466.0,2e-06,-0.7061836,-0.047771394,277.51794,15.23596,102004.79,0.9475451,1073.6338,86.12999289,0.707797558,26.36057971,-0.22349,1.3414
PT,37.9826087,2.986666667,0.96,48.06666667,56.46666667,620838.0,0.0,-1.7074949,0.6391623,279.00983,14.3743,102032.75,0.90646625,414.5349,110.5222569,1.823202479,40.96927536,-0.90512,1.06091
PT,15.09565217,2.986666667,0.56,57.86666667,47.075,1841710.0,0.0,-2.7054334,5.578055,280.97534,14.7204,102111.336,0.9746004,784.54913,154.1259768,6.199521551,18.08231884,0.23191,-1.25283
PT,15.09565217,2.986666667,0.56,59.26666667,48.76666667,2233334.0,0.0,-2.7882514,6.0413814,281.20145,15.60494,102082.766,0.905276,839.39026,155.225473,6.653768488,18.08231884,0.32348,-1.41272
PT,16.06956522,2.986666667,0.56,56.0,50.225,2227333.5,0.0,-2.9981072,6.203472,281.4711,15.91573,102005.0,0.9626063,907.90393,154.2057525,6.889971817,19.05623188,0.2686,-1.52893
PT,15.09565217,2.986666667,0.56,58.8,52.09166667,2236134.5,0.0,-2.9100428,6.461744,281.87216,16.05966,101923.53,0.766322,941.93463,155.755607,7.086782388,18.08231884,0.36328,-1.60014
PT,15.5826087,2.986666667,0.56,57.4,53.78333333,1702102.0,0.0,-2.703185,6.5999117,282.06238,15.64944,101838.37,0.75763935,961.9911,157.7270259,7.132043437,18.56927536,0.30597,-1.63386
PT,17.04347826,2.986666667,0.56,55.06666667,55.53333333,1590095.0,0.0,-2.6447253,6.235695,282.24036,15.53362,101699.42,0.9627894,950.4297,157.0168983,6.773364308,20.03014493,0.19389,-1.46869
PT,18.50434783,2.24,0.56,49.93333333,55.94166667,804448.0,0.000255041,-2.9317777,5.1659923,282.72162,14.3023,101667.43,0.9966505,741.97314,150.424443,5.939932401,20.74434783,-0.01614,-1.18777
PT,21.42608696,2.24,0.64,42.46666667,54.6,300418.0,0.000522137,-2.7103052,4.5635214,283.1998,13.10827,101705.87,0.9999924,632.7936,149.2936467,5.3076814,23.66608696,-0.32697,-0.95905
PT,21.42608696,3.733333333,0.56,31.73333333,24.90833333,754445.0,6.03e-06,-1.6617763,-2.8794813,284.1921,13.78872,102096.53,0.99671155,549.1998,29.98965691,3.32459216,25.15942029,-0.51997,-0.41165
PT,21.91304348,3.733333333,0.56,31.73333333,23.85833333,663640.0,5.02e-05,-2.126082,-3.3750305,283.9996,14.25717,102099.414,1.0000076,654.50885,32.20865246,3.988866449,25.64637681,-0.47503,-0.68245
PT,21.91304348,3.733333333,0.56,33.6,23.625,489629.0,2.21e-05,-2.1354504,-3.3701482,283.99426,13.92022,102081.26,1.0000076,648.326,32.3598573,3.989742761,25.64637681,-0.46032,-0.67033
PT,18.0173913,2.986666667,0.48,40.13333333,24.61666667,465228.0,4.02e-06,-1.9668165,-3.3208375,283.9385,13.65392,102032.195,1.0000076,651.9955,30.63678316,3.859576252,21.00405797,-0.2224,-0.65689
PT,18.0173913,2.986666667,0.48,43.86666667,27.41666667,455628.0,1e-05,-1.8892449,-3.4248295,283.6253,13.40203,102012.26,1.0000076,645.10895,28.88252615,3.911355698,21.00405797,-0.16789,-0.64725
PT,22.4,2.986666667,0.48,41.06666667,31.20833333,175610.0,2.81e-05,-1.6692712,-4.0687995,282.5719,12.1413,102016.85,1.0000076,657.374,22.3064476,4.397908106,25.38666667,-0.37789,-0.85086
PT,19.96521739,2.986666667,0.48,42.93333333,35.93333333,118007.0,6.43e-05,-1.8375305,-4.1879263,282.22278,11.58254,102083.93,1.0000076,653.40295,23.69035671,4.57331882,22.95188406,-0.28598,-0.98109
PT,18.0173913,2.24,0.48,46.66666667,38.96666667,82005.0,4.02e-05,-1.9833052,-4.202085,281.72855,11.02184,102135.24,1.0000076,643.9025,25.26643047,4.646613591,20.2573913,-0.16154,-1.04817
PT,19.96521739,8.96,0.4,30.33333333,30.275,1790907.0,0.0,0.9411832,-2.3224156,274.15833,10.12026,102475.83,0.06802732,864.72473,337.9392336,2.50588109,28.92521739,-1.20004,0.65133
PT,18.50434783,8.213333333,0.64,32.66666667,29.51666667,2414945.0,0.0,1.5557605,-1.7277565,274.11633,11.42617,102404.64,0.019532293,1147.8778,317.9985063,2.32498027,26.71768116,-1.01984,0.70147
PT,18.74782609,3.733333333,0.4,38.73333333,29.63333333,2673360.0,0.0,2.1238697,-1.3767221,274.61514,12.44814,102284.945,0.11189869,1367.8455,302.9518724,2.531044496,22.48115942,-0.70764,0.57431
PT,14.12173913,5.226666667,0.48,46.2,31.675,2694961.0,0.0,2.5402083,-1.045705,274.8573,13.21493,102163.266,0.22436196,1576.855,292.3750604,2.747026966,19.3484058,-0.42385,0.489
PT,13.63478261,3.733333333,0.32,49.93333333,35.11666667,2484549.0,0.0,3.2323573,-1.0247113,274.2943,13.84826,102058.37,0.173578,1687.241,287.5894854,3.390894714,17.36811594,-0.22452,0.20135
PT,17.04347826,3.733333333,0.4,49.46666667,38.26666667,2038922.0,0.0,3.5014222,-0.90656066,275.28586,14.05435,101972.59,0.16138557,1696.5404,284.5158168,3.61687844,20.77681159,-0.31502,0.17452
PT,18.0173913,2.986666667,0.32,48.06666667,40.71666667,1487289.0,0.0,3.7584953,-0.70004106,275.14987,13.88687,101926.2,0.22198147,1725.7957,280.5507663,3.8231328,21.00405797,-0.33662,0.05468
PT,15.09565217,2.24,0.24,51.33333333,43.34166667,676842.0,0.0,3.17015,-0.40222335,275.5448,13.23718,101927.305,0.46653187,1490.7982,277.2309566,3.19556484,17.33565217,-0.23076,0.26298
PT,15.5826087,5.226666667,0.32,44.8,19.01666667,2048523.0,0.0,3.2773263,-0.19179802,277.42322,15.10446,102073.79,0.0,837.32935,273.3492842,3.282933773,20.80927536,-0.35241,0.27686
PT,16.06956522,5.226666667,0.32,46.2,23.91666667,2488549.0,0.0,3.6550665,-0.14395188,275.46155,16.60467,102046.79,0.0,1539.2052,272.255383,3.657900117,21.29623188,-0.25003,0.17866
PT,15.5826087,3.733333333,0.24,49.0,29.575,2722163.0,0.0,4.145979,-0.14736946,275.0307,17.44604,101954.5,0.0,1868.654,272.0357302,4.148597308,19.31594203,-0.07025,-0.03333
PT,14.12173913,3.733333333,0.24,52.26666667,35.525,2726163.0,0.0,4.7002225,-0.12832865,274.9123,17.9433,101866.05,0.0,2016.1871,271.5639396,4.701974031,17.85507246,0.08836,-0.26684
PT,12.66086957,2.986666667,0.24,57.86666667,41.53333333,2508550.0,0.0,5.0562277,-0.11075252,274.79773,18.19256,101797.74,0.0,2091.0344,271.2548164,5.057440526,15.64753623,0.28536,-0.40744
PT,12.66086957,2.986666667,0.24,63.46666667,47.425,2087726.0,0.0,5.1199336,-0.41394076,275.32556,18.38622,101723.68,0.0,2056.5515,274.6222444,5.136639662,15.64753623,0.38814,-0.36184
PT,13.14782609,2.986666667,0.32,65.33333333,52.09166667,1503290.0,0.0,4.808523,-0.52379155,276.21933,18.1317,101706.2,0.0,1908.214,276.2167078,4.836967131,16.13449275,0.37122,-0.19518
PT,16.55652174,2.24,0.32,62.06666667,55.125,810048.0,0.0,3.564004,-0.1385814,278.07178,17.28182,101732.24,0.18271849,1158.9868,272.2267459,3.566697256,18.79652174,0.11795,0.37224
PT,11.68695652,3.733333333,0.24,42.46666667,38.61666667,2021322.0,0.0,-3.5575974,0.2207528,276.18954,12.00585,102626.22,0.00074771,608.3136,93.55071315,3.564439796,15.42028986,-0.16438,-0.53152
PT,11.68695652,3.733333333,0.24,43.4,38.61666667,2454546.5,0.0,-3.2027164,0.9071983,276.4966,13.06902,102570.31,0.21128449,680.84863,105.8152523,3.328723643,15.42028986,-0.12567,-0.35109
PT,11.68695652,3.733333333,0.24,44.33333333,39.025,2685360.5,0.0,-2.775885,1.8436154,276.89767,13.8692,102516.39,0.6280548,752.88104,123.5902876,3.332334809,15.42028986,-0.09031,-0.27465
PT,10.71304348,3.733333333,0.24,46.66666667,40.25,2658960.0,0.0,-2.5000746,2.456339,277.0978,14.29183,102421.16,0.6623889,802.84625,134.4944328,3.504850109,14.44637681,-0.00112,-0.30968
PT,11.68695652,3.733333333,0.24,46.66666667,41.65,2394543.0,0.0,-2.6465988,2.692152,277.07718,14.38082,102324.69,0.40291458,775.75244,135.4888677,3.775204312,15.42028986,-0.01265,-0.40402
PT,12.17391304,3.733333333,0.24,47.6,43.16666667,2028921.0,0.0,-2.524058,2.514926,276.99927,14.22772,102274.4,0.3745012,702.96606,134.8961647,3.563105608,15.90724638,-0.03256,-0.29054
PT,13.63478261,2.986666667,0.24,46.66666667,44.56666667,1447288.0,0.0,-2.5746484,2.5007675,276.74796,13.66833,102238.16,0.6310152,601.98,134.166026,3.589241211,16.62144928,-0.09497,-0.31542
PT,16.55652174,2.24,0.16,40.6,44.8,643638.0,0.0,-2.364418,2.3494174,276.86865,12.6274,102291.46,0.8098272,470.07983,134.8176712,3.333201854,18.79652174,-0.33027,-0.25013
PT,22.4,5.973333333,0.4,49.46666667,33.30833333,1803708.0,0.0,1.7517507,2.0472057,282.30988,16.56475,101984.92,0.9927441,443.74,220.5529058,2.694379649,28.37333333,-0.43211,0.70443
PT,20.93913043,3.733333333,0.32,59.73333333,36.45833333,1784107.0,0.0,2.0125713,1.968113,282.701,17.74505,101936.14,0.6866364,594.9929,225.6398817,2.814944408,24.67246377,-0.08618,0.73249
PT,16.06956522,2.986666667,0.32,70.46666667,41.475,2438146.0,0.0,2.5312145,1.8089514,282.82855,19.29696,101877.15,0.3342311,894.4827,234.4482199,3.1111657,19.05623188,0.35354,0.66014
PT,14.12173913,2.986666667,0.24,72.33333333,46.84166667,2648959.0,0.0,2.7245815,1.2753206,282.2312,20.30978,101773.08,0.60521114,1296.2153,244.916672,3.008286386,17.1084058,0.47778,0.7384
PT,13.14782609,2.986666667,0.16,71.4,51.975,2348140.0,0.0,2.8223891,1.2074572,281.36035,20.7069,101697.57,0.45597222,1534.7314,246.8380893,3.069826236,16.13449275,0.5143,0.69233
PT,14.12173913,2.986666667,0.16,71.4,57.51666667,2013721.0,0.0,2.5892994,0.37014994,280.92493,21.11385,101595.83,0.6622363,1524.9293,261.8644758,2.615622748,17.1084058,0.45915,0.97078
PT,16.55652174,2.24,0.16,68.6,62.35833333,1411284.0,0.0,2.132114,0.48781237,281.32828,20.71606,101569.45,0.74550796,1216.9445,257.1129442,2.187206213,18.79652174,0.31858,1.14927
PT,21.91304348,2.24,0.24,65.33333333,66.09166667,770046.0,0.0,1.3826295,0.82517636,283.43127,19.6084,101592.195,0.89123714,331.59473,239.1705423,1.610149173,24.15304348,0.02319,1.42549
PT,33.11304348,7.466666667,0.48,49.0,21.875,2010121.0,0.0,1.8608007,1.0312077,285.39755,19.49325,101605.695,0.0,376.6338,241.0059117,2.127432388,40.57971014,-0.74912,1.39139
PT,21.91304348,3.733333333,0.4,73.73333333,28.40833333,2434945.5,0.0,2.0054512,1.3334194,284.05768,20.97646,101559.31,0.0,833.308,236.3801679,2.408286074,25.64637681,0.22989,1.2356
PT,16.55652174,2.986666667,0.32,83.06666667,36.69166667,2662959.5,0.0,1.9057696,1.8484977,282.4168,21.76486,101469.42,0.039949656,1359.0488,225.8739878,2.654976745,19.54318841,0.64269,1.08775
PT,16.06956522,2.986666667,0.32,87.73333333,45.96666667,2669360.0,0.0,1.706032,2.2395666,282.0746,22.10833,101359.11,0.055148214,1523.5219,217.2990197,2.815351442,19.05623188,0.76992,1.04967
PT,16.55652174,2.986666667,0.32,91.46666667,55.94166667,2300938.0,0.0,1.6618125,2.5720484,282.09598,22.09655,101274.56,0.050768703,1580.2732,212.8666915,3.062197537,19.54318841,0.83481,0.9834
PT,17.04347826,2.24,0.32,93.8,66.03333333,2054523.0,0.0,1.2443496,2.8527782,282.54898,22.05206,101192.62,0.011398912,1496.227,203.5662856,3.112354316,19.28347826,0.89198,0.95908
PT,17.04347826,2.24,0.32,89.13333333,74.95833333,1489290.0,0.0,0.78079355,2.9509118,283.3923,21.5005,101166.38,0.025178343,1227.8523,194.8204891,3.052461141,19.28347826,0.79429,0.89219
PT,21.42608696,2.24,0.32,82.13333333,81.25833333,823648.0,0.0,-0.073244005,2.8527782,284.6451,20.09908,101170.9,0.007858694,362.1067,178.5292756,2.853718301,23.66608696,0.47636,0.92234
PT,19.96521739,5.226666667,0.48,40.13333333,27.35833333,2003320.0,0.0,2.0253124,-5.533477,282.9905,17.5926,101476.48,0.10561171,787.76624,339.896828,5.892474695,25.19188406,-0.3601,-0.62655
PT,15.09565217,3.733333333,0.32,42.46666667,27.825,2417344.5,0.0,0.1167503,-5.803954,281.35196,17.47286,101530.945,0.19022623,823.1038,358.8476136,5.805128135,18.82898551,-0.14747,-0.67157
PT,13.63478261,3.733333333,0.32,44.8,29.80833333,2605756.5,0.0,-0.5712764,-5.842524,279.3215,17.16604,101580.14,0.5191317,850.19763,5.58457403,5.87038699,17.36811594,0.28586,-1.55458
PT,11.68695652,2.986666667,0.24,48.06666667,33.425,2618556.0,0.0,-0.63610685,-5.877676,277.58823,16.8533,101580.0,0.44562623,917.8065,6.176750394,5.911996878,14.67362319,0.41339,-1.60756
PT,10.71304348,2.986666667,0.16,49.46666667,37.975,2409344.0,0.0,-0.63310885,-5.7731957,276.13455,16.54186,101591.99,0.5250982,930.5743,6.258248296,5.80780642,13.69971014,0.44655,-1.57624
PT,11.2,2.986666667,0.16,48.53333333,42.525,2104926.0,0.0,-0.9973583,-5.2966876,274.35925,16.05508,101608.02,0.3688399,880.6091,10.66384545,5.389770228,14.18666667,0.36245,-1.39007
PT,14.12173913,2.986666667,0.32,44.33333333,44.74166667,1543292.0,0.0,-1.415196,-4.4730506,273.5495,15.17446,101634.88,0.54337925,816.167,17.55647234,4.691584102,17.1084058,0.10803,-1.06318
PT,13.63478261,2.986666667,0.16,43.86666667,45.20833333,782048.0,0.0,-1.8967397,-2.959062,274.14917,13.949,101697.84,0.868775,676.0733,32.65961012,3.514778714,16.62144928,-0.02936,-0.54711
PT,14.12173913,3.733333333,0.32,46.2,39.08333333,2094926.0,0.0,-2.424002,5.3544474,276.599,14.61636,101888.52,0.0,597.3052,155.6433495,5.877575406,17.85507246,0.02095,-1.25246
PT,13.63478261,3.733333333,0.32,50.4,40.65833333,2514150.5,0.0,-2.2636123,5.8729434,276.6303,15.73318,101840.56,0.0,645.71216,158.9218091,6.294076964,17.36811594,0.18072,-1.3608
PT,13.14782609,3.733333333,0.32,52.26666667,42.64166667,2732163.5,0.0,-2.085235,6.1087565,277.1383,16.55755,101749.71,0.0,655.4639,161.1525689,6.45485174,16.88115942,0.27364,-1.39246
PT,16.06956522,3.733333333,0.32,57.4,45.09166667,2730964.0,0.0,-1.9540753,6.1238914,278.0206,17.06396,101637.28,0.0,635.70905,162.3026132,6.428098954,19.80289855,0.28539,-1.22909
PT,17.04347826,3.733333333,0.32,57.86666667,47.65833333,2510550.0,0.0,-1.8281618,5.9818177,279.11755,17.2877,101517.86,0.0,612.83765,163.0058113,6.25494353,20.77681159,0.26103,-1.11248
PT,18.0173913,3.733333333,0.32,56.93333333,50.34166667,2089725.0,0.0,-0.9456439,5.25192,281.1839,18.10162,101342.875,0.0,575.4894,169.7928741,5.336375743,21.75072464,0.18965,-0.64091
PT,18.0173913,2.986666667,0.32,60.2,52.96666667,1513291.0,0.0,-1.1483794,4.7451415,281.80646,17.8877,101280.664,0.001525968,492.14697,166.3953363,4.882124855,21.00405797,0.23292,-0.42744
PT,17.53043478,2.24,0.32,62.06666667,55.41666667,845250.0,0.0,-1.4800264,3.9190636,282.41147,16.91674,101280.25,0.0,354.6671,159.3110583,4.18921683,19.77043478,0.22214,-0.16617
PT,25.32173913,5.973333333,0.56,53.66666667,32.31666667,2048523.0,0.0,-0.1957847,3.5450826,285.1974,20.1462,101409.4,0.112356454,312.14148,176.8389303,3.550484796,31.29507246,-0.19079,0.44342
PT,21.91304348,3.733333333,0.48,66.26666667,36.98333333,2446946.5,0.0,-0.34605634,3.67788,286.22638,21.85122,101341.23,0.3155076,390.80896,174.6247935,3.694124563,25.64637681,0.28977,0.4409
PT,20.93913043,3.733333333,0.48,71.86666667,42.64166667,2641358.5,0.0,-0.29659036,3.848759,286.93375,22.98242,101251.82,0.13544425,528.7915,175.5934219,3.860169903,24.67246377,0.4759,0.44666
PT,17.53043478,2.986666667,0.48,81.2,49.40833333,2536952.0,0.0,-0.39589706,3.8243477,287.25,23.5562,101160.15,0.13953382,691.50525,174.0897843,3.844784755,20.51710145,0.79077,0.47996
PT,16.06956522,3.36,0.4,74.2,55.475,2288136.0,0.0,-1.1015366,3.624175,287.45776,23.6393,101008.11,0.37346357,728.2,163.093805,3.787878999,19.42956522,0.72207,0.37142
PT,13.63478261,2.24,0.36,72.8,61.19166667,1818109.0,0.0,-1.3927114,3.2804642,287.169,23.38088,100889.58,0.77477586,592.5298,156.9964932,3.563858921,15.87478261,0.79349,0.34791
PT,15.5826087,2.24,0.4,69.06666667,65.91666667,1242875.0,0.0,-1.8371557,2.9435883,287.63193,22.285,100849.43,0.643879,361.5537,148.0308412,3.469849153,17.8226087,0.62099,0.33768
PT,21.42608696,2.24,0.48,61.6,68.83333333,578434.0,0.0,-1.8525201,2.6589527,287.99707,20.56295,100869.164,0.59274405,225.53162,145.1346707,3.240657369,23.66608696,0.21783,0.43327
PT,16.06956522,3.733333333,0.4,32.66666667,29.16666667,856852.0,7.43e-05,-1.1914748,-3.095277,289.53555,17.73327,101411.25,0.91398925,468.62207,21.05337094,3.316677842,19.80289855,-0.13752,-0.42591
PT,17.53043478,3.733333333,0.4,34.06666667,28.05833333,1135268.0,0.000124507,-1.9019861,-3.883762,288.91528,17.62533,101456.195,0.4654637,526.78076,26.0922749,4.324483599,21.26376812,-0.10986,-0.82365
PT,17.04347826,2.986666667,0.48,44.8,28.81666667,1531691.0,6.63e-05,-2.399644,-4.5970597,287.05292,17.19677,101462.086,0.9048487,603.03564,27.56435165,5.185677315,20.03014493,0.13752,-1.12547
PT,17.53043478,2.986666667,0.64,61.6,32.9,1960518.0,0.000359468,-2.8467112,-4.93003,285.63586,16.7028,101447.43,1.0000076,639.0769,30.00311209,5.69288683,20.51710145,0.40372,-1.1509
PT,15.09565217,2.986666667,0.48,66.26666667,38.5,1608096.0,0.000255041,-2.7384107,-4.8563075,284.22418,15.97787,101444.14,0.9999924,637.4684,29.41810429,5.575178535,18.08231884,0.51791,-1.12368
PT,14.12173913,2.986666667,0.4,60.66666667,43.86666667,1590495.0,0.0,-2.4015174,-4.591201,281.27097,16.394,101501.14,1.0000076,621.6343,27.61269573,5.181352376,17.1084058,0.45437,-1.02716
PT,14.12173913,2.24,0.32,55.06666667,48.35833333,1012061.0,0.0,-2.418381,-4.578995,279.94867,15.34258,101538.96,1.0000076,581.67224,27.84062546,5.178393754,16.36173913,0.33607,-1.14352
PT,15.09565217,2.24,0.32,50.4,50.69166667,516831.0,0.0,-2.1436949,-4.3549,279.0427,14.16232,101596.72,1.0000076,525.2728,26.20866831,4.853924375,17.33565217,0.15395,-1.06898
PT,13.14782609,3.733333333,0.24,44.33333333,31.26666667,2074124.0,0.0,-4.0095363,-1.1848494,277.24905,15.31707,102213.83,0.9425857,750.11633,73.53717698,4.180938823,16.88115942,0.03397,-0.6993
PT,12.66086957,3.733333333,0.24,46.66666667,32.725,2442946.0,0.0,-4.1500645,-1.201449,276.90378,16.11462,102186.98,0.9936596,810.58734,73.85420216,4.320476253,16.3942029,0.13394,-0.72102
PT,13.14782609,3.733333333,0.24,48.06666667,34.825,2516951.0,0.0,-4.1017227,-1.1653204,276.69064,16.50326,102164.16,0.98480904,848.941,74.13988057,4.26404746,16.88115942,0.15596,-0.65394
PT,14.12173913,3.733333333,0.24,47.6,37.50833333,2462947.0,0.0,-3.9439566,-1.0623047,276.57837,16.59747,102098.38,0.9482471,854.47034,74.92514246,4.084517712,17.85507246,0.10964,-0.54951
PT,13.14782609,3.733333333,0.24,46.2,41.00833333,2310939.0,0.0,-3.6887572,-0.9387835,276.55087,16.53988,102036.24,0.98987526,821.5958,75.72142613,3.80634262,16.88115942,0.09731,-0.46332
PT,14.12173913,3.733333333,0.16,44.33333333,43.575,1948916.0,0.0,-3.4953902,-1.0364287,276.11774,16.22192,102009.18,0.9903636,749.76447,73.48422416,3.645810898,17.85507246,0.01269,-0.40435
PT,16.55652174,2.986666667,0.24,42.93333333,44.74166667,1362882.0,0.0,-3.3601081,-0.94903624,276.19794,15.56112,101997.19,0.98172665,623.5947,74.22808235,3.491560715,19.54318841,-0.10603,-0.32882
PT,20.93913043,2.986666667,0.24,38.73333333,44.85833333,772846.0,0.0,-2.990987,-0.9212074,276.90378,14.60983,102003.35,0.9849616,496.52014,72.88145803,3.129636769,23.9257971,-0.38176,-0.14126
PT,15.5826087,5.226666667,0.24,48.06666667,39.55,2042922.0,0.0,-3.784691,2.1536388,278.8204,16.28472,102158.61,0.9973067,602.88477,119.6415873,4.35454315,20.80927536,-0.02121,-0.49894
PT,15.5826087,5.226666667,0.24,49.0,41.475,2206132.5,0.0,-4.0136585,2.227361,278.28186,16.9606,102103.66,0.9954908,679.34064,119.0278795,4.590271406,20.80927536,0.04116,-0.57552
PT,13.63478261,3.733333333,0.24,51.8,43.16666667,2574554.0,0.0,-4.1819177,2.3899403,278.0267,17.6711,102046.04,1.0000076,761.22534,119.7477013,4.816663813,17.36811594,0.24455,-0.70444
PT,12.17391304,3.733333333,0.24,56.0,45.5,2444946.5,0.0,-4.065373,2.473915,277.9213,17.749,101967.04,0.99268305,777.6626,121.3219066,4.758940329,15.90724638,0.35918,-0.65666
PT,11.68695652,2.986666667,0.24,58.8,48.3,2266936.0,0.0,-4.1751723,2.322565,277.82123,17.71038,101877.22,0.978461,752.68,119.086314,4.777695251,14.67362319,0.44651,-0.66772
PT,11.2,2.986666667,0.24,58.8,50.925,1586895.0,0.0,-4.040265,2.6311238,277.87393,17.08227,101850.7,0.9899973,693.2143,123.0732029,4.821468005,14.18666667,0.43111,-0.70939
PT,14.12173913,2.986666667,0.24,56.93333333,52.96666667,1202472.0,0.0,-3.759958,2.2869246,278.4965,16.28866,101780.82,0.9999924,591.42395,121.3092812,4.400830409,17.1084058,0.24501,-0.49842
PT,18.0173913,2.24,0.32,61.13333333,55.06666667,551633.0,0.0,-3.3990812,1.6063377,279.80734,15.30007,101822.88,0.8795483,491.79504,115.2944801,3.759531063,20.2573913,0.13307,-0.12427
PT,15.5826087,3.733333333,0.4,53.66666667,44.04166667,612437.0,7.03e-05,-2.620367,4.7466063,284.98505,15.49374,101598.7,0.992561,554.7794,151.099079,5.421862649,19.31594203,0.11508,-0.90309
PT,13.63478261,3.733333333,0.4,61.6,46.31666667,1628897.0,1.41e-05,-2.9520137,5.7528396,285.9109,17.32894,101565.2,0.9365429,581.16956,152.835814,6.466030339,17.36811594,0.45722,-1.26881
PT,14.12173913,3.733333333,0.48,66.73333333,49.0,2398544.0,6.03e-06,-3.007101,5.897843,286.97726,18.95675,101468.734,0.96452904,655.7153,152.9845781,6.620212117,17.85507246,0.61231,-1.21452
PT,14.12173913,2.986666667,0.48,71.86666667,52.5,2057723.0,0.0,-2.9613824,6.211772,287.4547,19.35977,101386.73,0.91920805,712.21515,154.5111285,6.881562112,17.1084058,0.75432,-1.27344
PT,12.66086957,2.986666667,0.48,70.0,56.0,2061724.0,0.0,-2.7331643,6.60577,287.90463,19.9761,101281.21,0.9506581,735.13684,157.5224746,7.148872945,15.64753623,0.81298,-1.42688
PT,12.17391304,2.986666667,0.4,64.86666667,59.03333333,1872512.0,0.0,-2.7204232,5.8070326,288.29883,20.50472,101183.51,0.98641133,685.3224,154.898298,6.412669491,15.16057971,0.72664,-1.15558
PT,12.66086957,2.24,0.4,57.86666667,61.48333333,1153269.0,0.0,-3.004103,5.1083817,288.2224,19.88058,101124.11,0.99922943,552.0148,149.5413502,5.926229697,14.90086957,0.56587,-1.05706
PT,16.06956522,2.24,0.4,50.86666667,62.18333333,599236.0,0.0,-3.0149705,4.674349,287.99326,18.84487,101102.25,1.0000076,460.0265,147.1778507,5.562336352,18.30956522,0.27226,-0.93106
PT,35.06086957,6.72,0.8,12.13333333,18.43333333,778447.0,0.001196884,0.78791356,2.9679995,291.95865,20.1933,101196.94,1.0000076,324.3562,194.8673633,3.070802633,41.78086957,-1.25696,0.45786
PT,39.44347826,11.94666667,0.88,6.066666667,15.63333333,1171670.0,0.000514105,1.2181177,3.1520607,292.3994,21.29705,101219.96,1.0000076,374.22095,201.1290853,3.379245091,51.39014493,-1.60089,0.52587
PT,35.06086957,3.733333333,0.96,13.06666667,14.0,1100866.0,0.000220899,1.4815615,2.3567407,292.36578,22.13122,101146.78,1.0000076,440.87476,212.1554602,2.783747691,38.7942029,-1.08919,0.62821
PT,38.46956522,3.36,0.8,12.13333333,12.95,813249.0,0.000228938,1.0000178,1.6849421,292.60718,22.21957,101093.55,1.0000076,511.49963,210.6892483,1.959353332,41.82956522,-1.24695,1.0649
PT,35.54782609,3.36,0.72,18.66666667,13.59166667,893653.5,0.000212867,0.92431974,1.3998182,292.58502,22.44134,101026.195,1.0000076,540.001,213.4373466,1.677455804,38.90782609,-1.05509,1.21474
PT,37.00869565,2.986666667,0.72,20.06666667,14.525,1305278.0,0.000218894,0.7819177,0.77928317,292.4949,23.3436,100901.57,0.99886316,591.02185,225.0966867,1.103937294,39.99536232,-1.07133,1.5745
PT,37.00869565,5.226666667,0.72,21.0,15.225,644838.5,0.000901684,0.24603638,0.2754341,292.72787,22.16134,100908.01,0.972754,317.26868,221.7733853,0.369320787,42.23536232,-1.22545,1.93
PT,45.77391304,5.973333333,0.8,11.2,14.29166667,293217.5,0.000538196,-0.3190749,-0.15469286,292.65454,21.01376,100973.234,0.95892876,103.684814,64.13511484,0.354596493,51.74724638,-1.58758,1.63991
PT,15.09565217,2.986666667,0.56,33.6,30.8,584835.0,0.0,-0.1770476,-6.317568,281.0143,11.80956,102095.64,1.0000076,794.2004,1.605273714,6.320048361,18.08231884,-0.14299,-2.05212
PT,15.5826087,3.733333333,0.64,33.13333333,30.74166667,828049.0,0.0,-0.2658615,-6.5289693,280.3963,12.2093,102139.29,1.0000076,855.727,2.331812297,6.534380036,19.31594203,-0.15902,-2.11136
PT,13.63478261,3.733333333,0.64,24.96666667,29.89583333,1161670.0,0.0,-0.31420326,-6.7838235,279.62708,12.6503,102130.17,0.9936596,865.0766,2.651847312,6.791096006,17.36811594,-0.19464,-2.35972
